initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,block.0,block.1,train accuracy epoch0,test accuracy epoch0,method,run
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,599.6154045269925,599.6153918195118,91.53166666666667,95.48,integrated_gradients,6
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,258.52518,258.5251,91.70666666666666,95.88,deeplift,7
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,771.268010818109,771.2679720706167,91.70666666666666,95.88,integrated_gradients,7
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,195.33864,195.33873,90.975,96.02,deeplift,8
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,590.3108391137793,590.310841576885,90.975,96.02,integrated_gradients,8
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,207.91014,207.9101,91.365,95.37,deeplift,9
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,619.4576301814232,619.4576287185653,91.365,95.37,integrated_gradients,9
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,265.47205,265.47205,91.50666666666666,95.98,deeplift,10
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,799.6375189324053,799.6375273632841,91.50666666666666,95.98,integrated_gradients,10
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,264.14127,264.14127,92.09833333333333,96.14,deeplift,11
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,789.3214096560821,789.3213794828652,92.09833333333333,96.14,integrated_gradients,11
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,341.40955,341.40964,92.66833333333334,96.18,deeplift,12
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,1021.9704801566038,1021.9705261400546,92.66833333333334,96.18,integrated_gradients,12
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,268.489,268.489,91.88,96.0,deeplift,13
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,802.2467141525025,802.2467473367533,91.88,96.0,integrated_gradients,13
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,318.3817,318.38168,92.39333333333333,96.51,deeplift,14
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,959.8215231420086,959.8215147301689,92.39333333333333,96.51,integrated_gradients,14
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,291.338,291.33798,93.305,96.3,deeplift,0
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,875.402197450613,875.4021566497412,93.305,96.3,integrated_gradients,0
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,308.84863,308.84866,93.805,96.69,deeplift,1
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,928.322852559449,928.3228527852301,93.805,96.69,integrated_gradients,1
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,242.7661,242.76611,93.03166666666667,95.29,deeplift,2
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,730.8649235596935,730.8649592721864,93.03166666666667,95.29,integrated_gradients,2
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,276.5079,276.50787,93.215,96.7,deeplift,3
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,829.4402126290349,829.4402086715729,93.215,96.7,integrated_gradients,3
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,332.6,332.60007,92.83,96.68,deeplift,4
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,995.6072881621891,995.6431439222861,92.83,96.68,integrated_gradients,4
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,300.27594,300.27597,93.41166666666666,96.71,deeplift,5
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,898.8021765318058,898.802216074523,93.41166666666666,96.71,integrated_gradients,5
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,395.374,395.37393,92.81333333333333,96.25,deeplift,6
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1184.8074624552335,1184.8086132413944,92.81333333333333,96.25,integrated_gradients,6
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,351.03766,351.03763,92.31,96.2,deeplift,7
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1049.3548906603392,1049.3548590128617,92.31,96.2,integrated_gradients,7
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,301.29532,301.29535,91.925,96.25,deeplift,8
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,904.7269642513088,904.7269803942261,91.925,96.25,integrated_gradients,8
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,362.86838,362.86832,92.175,95.84,deeplift,9
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1087.0102594644688,1087.0102209885351,92.175,95.84,integrated_gradients,9
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,258.47314,258.47314,93.16333333333333,96.04,deeplift,10
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,776.7683276750809,776.7683070787131,93.16333333333333,96.04,integrated_gradients,10
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,306.49088,306.4908,92.87666666666667,96.27,deeplift,11
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,914.9107348319346,914.9107471517473,92.87666666666667,96.27,integrated_gradients,11
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,401.11496,401.11487,93.38833333333334,96.53,deeplift,12
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1203.6500277525356,1203.6500570134604,93.38833333333334,96.53,integrated_gradients,12
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,308.61377,308.61383,93.25,96.74,deeplift,13
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,927.7801941255996,927.7801655915246,93.25,96.74,integrated_gradients,13
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,320.8601,320.86014,93.11333333333333,96.38,deeplift,14
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,964.1550678259504,964.1550642520726,93.11333333333333,96.38,integrated_gradients,14
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,517.4325,517.43256,93.30666666666667,96.58,deeplift,0
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1553.7030260756226,1553.7030265337405,93.30666666666667,96.58,integrated_gradients,0
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,504.36536,504.36533,93.95,95.7,deeplift,1
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1515.3809752494876,1515.3809008331268,93.95,95.7,integrated_gradients,1
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,463.22012,463.22003,93.24833333333333,96.19,deeplift,2
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1389.7018177442283,1389.701799328271,93.24833333333333,96.19,integrated_gradients,2
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,413.5359,413.5358,93.425,97.19,deeplift,3
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1241.4370210826519,1241.43700631244,93.425,97.19,integrated_gradients,3
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,409.78586,409.78583,93.61666666666666,96.31,deeplift,4
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1226.0839580478091,1226.092920480792,93.61666666666666,96.31,integrated_gradients,4
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,521.2992,521.2993,93.61333333333333,96.47,deeplift,5
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1562.9517607373787,1562.9518286079697,93.61333333333333,96.47,integrated_gradients,5
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,564.3843,564.3844,93.41166666666666,95.96,deeplift,6
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1689.7815442686153,1689.7815890036748,93.41166666666666,95.96,integrated_gradients,6
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,557.04205,557.04205,92.99666666666667,95.96,deeplift,7
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1667.8385875419397,1667.8386046090932,92.99666666666667,95.96,integrated_gradients,7
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,498.40753,498.40765,92.61166666666666,96.65,deeplift,8
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1497.6371652490736,1497.637177000124,92.61166666666666,96.65,integrated_gradients,8
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,508.59583,508.59573,93.375,96.08,deeplift,9
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1524.222869598326,1524.2229084730316,93.375,96.08,integrated_gradients,9
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,379.48837,379.48843,93.68833333333333,95.87,deeplift,10
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1138.959091824956,1138.9591108787226,93.68833333333333,95.87,integrated_gradients,10
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,363.04996,363.05002,93.34,95.5,deeplift,11
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1087.1696070123303,1087.1695948649585,93.34,95.5,integrated_gradients,11
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,585.3156,585.3158,93.50666666666666,96.9,deeplift,12
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1755.6875783421935,1755.6875115857922,93.50666666666666,96.9,integrated_gradients,12
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,465.93427,465.93427,93.56833333333333,96.71,deeplift,13
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1393.6550567318213,1393.6550884184905,93.56833333333333,96.71,integrated_gradients,13
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,451.1548,451.15485,93.61833333333334,97.0,deeplift,14
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1354.1457214625025,1354.145716904151,93.61833333333334,97.0,integrated_gradients,14
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,260.0954,260.09543,92.08333333333333,94.29,deeplift,0
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,784.9376130643565,784.9376126440502,92.08333333333333,94.29,integrated_gradients,0
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,331.55853,331.55856,92.70666666666666,95.65,deeplift,1
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,994.8038933315594,994.8038779556196,92.70666666666666,95.65,integrated_gradients,1
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,220.55627,220.55629,91.88833333333334,95.42,deeplift,2
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,663.1670542050981,663.1670565424994,91.88833333333334,95.42,integrated_gradients,2
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,303.76038,303.7604,92.00666666666666,94.85,deeplift,3
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,909.3234257378516,909.3234590680581,92.00666666666666,94.85,integrated_gradients,3
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,207.20808,207.20811,91.23333333333333,93.51,deeplift,4
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,621.1520798552735,621.152093344868,91.23333333333333,93.51,integrated_gradients,4
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,305.7348,305.73483,91.94,95.67,deeplift,5
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,917.5476223392426,917.5476299507121,91.94,95.67,integrated_gradients,5
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,316.97797,316.97797,91.29833333333333,94.52,deeplift,6
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,952.1288284981772,952.128839312741,91.29833333333333,94.52,integrated_gradients,6
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,240.61101,240.611,91.26333333333334,93.86,deeplift,7
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,719.8626524516235,719.8626670485235,91.26333333333334,93.86,integrated_gradients,7
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,223.4644,223.46436,90.22,93.9,deeplift,8
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,677.3830665921057,677.3830935977746,90.22,93.9,integrated_gradients,8
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,281.2252,281.2252,91.70666666666666,93.75,deeplift,9
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,841.491277086289,841.4912648010495,91.70666666666666,93.75,integrated_gradients,9
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,285.3376,285.3376,91.64166666666667,95.52,deeplift,10
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,855.3553791598843,855.3553960650788,91.64166666666667,95.52,integrated_gradients,10
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,258.528,258.528,91.06833333333333,94.2,deeplift,11
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,773.5921440830414,773.5921434611029,91.06833333333333,94.2,integrated_gradients,11
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,478.88693,478.88675,92.26833333333333,96.06,deeplift,12
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,1434.5970739274362,1434.5970098950625,92.26833333333333,96.06,integrated_gradients,12
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,258.96106,258.96103,92.05833333333334,94.56,deeplift,13
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,775.9318457313791,775.931839513396,92.05833333333334,94.56,integrated_gradients,13
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,255.1994,255.19939,91.57166666666667,94.59,deeplift,14
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,771.618975278,771.6189626195735,91.57166666666667,94.59,integrated_gradients,14
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,323.80334,323.8034,93.0,95.78,deeplift,0
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,976.859068673799,976.8590599081879,93.0,95.78,integrated_gradients,0
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,360.86838,360.8683,93.46,96.13,deeplift,1
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1082.9567989250359,1082.9567832918972,93.46,96.13,integrated_gradients,1
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,204.2164,204.21635,92.44,95.24,deeplift,2
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,612.5591847368316,612.5591619653244,92.44,95.24,integrated_gradients,2
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,319.84375,319.84372,93.085,95.2,deeplift,3
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,959.1165744113474,959.116575810973,93.085,95.2,integrated_gradients,3
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,292.16684,292.16687,92.60833333333333,95.18,deeplift,4
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,875.9241063758054,875.9241381932313,92.60833333333333,95.18,integrated_gradients,4
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,410.65753,410.65765,93.21833333333333,95.67,deeplift,5
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1231.7650277598175,1231.7650350648073,93.21833333333333,95.67,integrated_gradients,5
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,551.58,551.5801,92.58833333333334,94.49,deeplift,6
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1653.2807020749963,1653.2807059041038,92.58833333333334,94.49,integrated_gradients,6
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,443.1609,443.16077,92.38,95.64,deeplift,7
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1327.6702430320636,1327.6701963558896,92.38,95.64,integrated_gradients,7
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,352.39432,352.3943,91.69833333333334,94.75,deeplift,8
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1061.4918978560715,1061.4918279086844,91.69833333333334,94.75,integrated_gradients,8
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,381.63864,381.6385,92.52,96.08,deeplift,9
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1143.1505025958954,1143.1505094945596,92.52,96.08,integrated_gradients,9
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,313.06842,313.06845,92.46666666666667,95.16,deeplift,10
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,937.3193178702293,937.3193279648189,92.46666666666667,95.16,integrated_gradients,10
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,371.13187,371.1318,92.65166666666667,94.72,deeplift,11
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1110.2808012144085,1110.2807964608228,92.65166666666667,94.72,integrated_gradients,11
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,538.0457,538.0457,92.99666666666667,94.5,deeplift,12
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1610.693804532819,1610.6937834798377,92.99666666666667,94.5,integrated_gradients,12
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,261.04614,261.0461,92.81,95.83,deeplift,13
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,782.6236392036749,782.6236953489886,92.81,95.83,integrated_gradients,13
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,334.7924,334.79227,92.76833333333333,95.75,deeplift,14
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1006.1487205574615,1006.1487326548875,92.76833333333333,95.75,integrated_gradients,14
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,456.2178,456.21777,93.67833333333333,95.71,deeplift,0
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1372.4784297102092,1372.4784958204607,93.67833333333333,95.71,integrated_gradients,0
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,461.84854,461.84857,94.03166666666667,93.98,deeplift,1
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1386.641612452537,1386.6416214573007,94.03166666666667,93.98,integrated_gradients,1
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,366.63782,366.63782,93.2,95.03,deeplift,2
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1100.9017253239115,1100.901743362222,93.2,95.03,integrated_gradients,2
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,447.97205,447.97214,93.57,94.0,deeplift,3
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1342.4454716254209,1342.4454940125697,93.57,94.0,integrated_gradients,3
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,484.1838,484.18378,93.49166666666666,94.65,deeplift,4
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1449.6957396450791,1449.695706821057,93.49166666666666,94.65,integrated_gradients,4
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,449.57053,449.57047,93.61666666666666,95.63,deeplift,5
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1350.4345329475382,1350.4345217648752,93.61666666666666,95.63,integrated_gradients,5
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,621.9705,621.9705,93.37333333333333,95.58,deeplift,6
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1862.2474452897104,1862.2474862908819,93.37333333333333,95.58,integrated_gradients,6
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,453.89258,453.89258,93.435,95.68,deeplift,7
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1360.707831114885,1360.70775881212,93.435,95.68,integrated_gradients,7
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,424.748,424.7479,92.56833333333333,94.83,deeplift,8
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1278.803606115059,1278.8035723214293,92.56833333333333,94.83,integrated_gradients,8
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,424.27145,424.27148,93.12666666666667,94.36,deeplift,9
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1270.3809126121505,1270.3809387377305,93.12666666666667,94.36,integrated_gradients,9
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,353.60934,353.6093,93.39833333333333,93.01,deeplift,10
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1057.382944156066,1057.3829106074395,93.39833333333333,93.01,integrated_gradients,10
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,491.93173,491.93167,93.25666666666666,95.41,deeplift,11
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1473.644026043397,1473.644044001304,93.25666666666666,95.41,integrated_gradients,11
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,670.4664,670.4663,93.96666666666667,95.36,deeplift,12
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,2013.9095146551654,2013.9095352063202,93.96666666666667,95.36,integrated_gradients,12
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,415.36224,415.3622,93.96,95.11,deeplift,13
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1245.596568761602,1245.5965409885277,93.96,95.11,integrated_gradients,13
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,616.5012,616.5011,93.325,94.64,deeplift,14
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,1851.0299113093727,1851.015358220509,93.325,94.64,integrated_gradients,14
